Iteration,Modularity
0,0.9274184871798815
1,0.9337378795293424
2,0.9297179408551138
3,0.9312855635838706
4,0.9236006920051361
5,0.9237988802808351
6,0.9071894847878907
7,0.9281614989287216
8,0.9250290505329191
9,0.9320992508000874
10,0.9158939905872775
11,0.91798835327426
12,0.9170637795708911
13,0.9399307045218666
14,0.9211366933778691
15,0.9206219998900463
16,0.9260576528102376
17,0.9191277373267845
18,0.9317091839301065
19,0.9252017513711732
20,0.9246754210740514
21,0.9261462907530086
22,0.9287231598117948
23,0.9255175974561711
24,0.9286833183963431
25,0.933648162754948
26,0.9117463461448269
27,0.929724913976179
28,0.9277406229034475
29,0.9274331100807358
30,0.924409850551354
31,0.9257453824848584
32,0.9214381094772195
33,0.9385491238237398
34,0.9076165731525745
35,0.9102613078909659
36,0.9234798433466387
37,0.9121352961182895
38,0.9324177463718221
39,0.9195914905846906
40,0.9248359680718059
41,0.900639461333379
42,0.9149652197999546
43,0.9302437723920339
44,0.9168406376436046
45,0.9148474166892688
46,0.931528462831461
47,0.9322688380075754
48,0.9308442685183517
49,0.9285373659715089
50,0.9304582647872331
51,0.9346558242699832
52,0.9260198427587607
53,0.936475600235556
54,0.9122562510622124
55,0.9050121300888408
56,0.9323634475598451
57,0.9194548165034692
58,0.9271389499324532
59,0.9279076188614696
60,0.9147266352710233
61,0.9368064249072766
62,0.8958903027580815
63,0.91889347831521
64,0.9293508217311981
65,0.928283497406464
66,0.9327558775537563
67,0.9280129633084677
68,0.9150026193286898
69,0.9338757322816594
70,0.8907330253640314
71,0.9165612346319099
72,0.9152605556377366
73,0.9261282598802116
74,0.9055390193033801
75,0.9142907282010174
76,0.9351230281110232
77,0.9343764716760024
78,0.931222503375727
79,0.9348771784541569
80,0.9358963855942789
81,0.9174393773203324
82,0.922085182092106
83,0.9339293257140249
84,0.9209502595134559
85,0.9363336261793905
86,0.9303066534675948
87,0.9310800289218494
88,0.9101083461939576
89,0.9232618570376445
90,0.927941558141369
91,0.9267209150986625
92,0.9237034668909138
93,0.924310006958682
94,0.9206666080802753
95,0.9174899786246915
96,0.9076559632021177
97,0.9240908254182789
98,0.9260947317395106
99,0.9235701187495207
